Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1096,2023-05-23,Alice,East,4169.68,1,Clothing,2876.37,4169.68,Returning,0.2,Credit Card,Online,East-Alice
7161,2023-07-08,Alice,West,304851.66,46,Furniture,4622.54,6627.21,Returning,0.07,Credit Card,Retail,West-Alice
1243,2023-03-08,Charlie,South,8995.41,9,Furniture,887.09,999.49,Returning,0.11,Credit Card,Online,South-Charlie
1187,2023-04-18,Eve,North,81872.12,47,Clothing,1535.68,1741.96,Returning,0.17,Credit Card,Retail,North-Eve
9987,2023-07-07,Charlie,West,81842.28,46,Furniture,1271.54,1779.18,Returning,0.21,Bank Transfer,Online,West-Charlie
1236,2023-02-04,Eve,South,104604.0,30,Clothing,2532.25,3486.8,Returning,0.14,Cash,Retail,South-Eve
9167,2023-07-26,Eve,South,28697.46,11,Food,1894.93,2608.86,Returning,0.0,Cash,Online,South-Eve
3687,2023-09-11,Bob,West,72304.05,15,Furniture,3505.5,4820.27,Returning,0.25,Credit Card,Online,West-Bob
1769,2023-07-19,Alice,West,32140.98,9,Food,2979.08,3571.22,Returning,0.15,Cash,Online,West-Alice
4498,2023-12-28,David,South,35721.45,9,Clothing,3527.12,3969.05,Returning,0.29,Credit Card,Retail,South-David
1857,2023-06-11,David,East,252095.24,43,Food,4478.63,5862.68,New,0.26,Bank Transfer,Retail,East-David
2734,2023-04-21,Charlie,East,175669.83,27,Electronics,4357.09,6506.29,New,0.08,Credit Card,Retail,East-Charlie
9839,2023-05-24,Charlie,East,13675.68,3,Food,3194.22,4558.56,New,0.06,Credit Card,Retail,East-Charlie
8095,2023-02-16,Bob,East,25164.15,15,Clothing,1188.97,1677.61,New,0.16,Credit Card,Retail,East-Bob
6065,2023-07-04,Alice,East,3214.8,8,Furniture,353.99,401.85,New,0.02,Credit Card,Retail,East-Alice
1379,2023-08-20,David,North,113681.05,35,Food,2250.44,3248.03,Returning,0.14,Credit Card,Online,North-David
9199,2023-01-01,Alice,North,98722.4,28,Furniture,2558.22,3525.8,New,0.05,Credit Card,Retail,North-Alice
8848,2023-09-28,Charlie,North,13751.04,8,Food,1267.62,1718.88,New,0.14,Cash,Online,North-Charlie
8383,2023-04-16,Charlie,West,79804.62,42,Food,1636.43,1900.11,Returning,0.29,Bank Transfer,Retail,West-Charlie
5817,2023-11-08,Eve,East,55737.99,49,Furniture,993.77,1137.51,Returning,0.3,Credit Card,Online,East-Eve
6240,2023-09-26,Alice,South,57150.6,30,Electronics,1686.59,1905.02,Returning,0.11,Cash,Online,South-Alice
5864,2023-05-20,David,East,98118.96,24,Furniture,3543.4,4088.29,Returning,0.03,Bank Transfer,Retail,East-David
3835,2023-12-01,Alice,West,27789.32,13,Clothing,1705.33,2137.64,Returning,0.13,Credit Card,Retail,West-Alice
8499,2023-09-01,David,South,18526.86,6,Clothing,2169.2,3087.81,Returning,0.14,Cash,Online,South-David
7321,2023-11-25,Alice,North,95253.75,45,Electronics,1508.98,2116.75,New,0.28,Credit Card,Online,North-Alice
3872,2023-03-22,Bob,North,27704.16,9,Food,2692.21,3078.24,New,0.01,Bank Transfer,Online,North-Bob
9410,2023-09-13,Bob,South,73149.6,20,Electronics,2759.63,3657.48,Returning,0.28,Cash,Retail,South-Bob
8208,2023-02-19,Alice,West,188002.22,49,Electronics,3216.2,3836.78,New,0.29,Cash,Retail,West-Alice
3627,2023-11-18,Charlie,East,64755.6,26,Clothing,1669.05,2490.6,Returning,0.15,Bank Transfer,Retail,East-Charlie
7101,2023-06-06,Charlie,West,116763.49,37,Furniture,2512.79,3155.77,Returning,0.2,Cash,Retail,West-Charlie
7661,2023-10-24,Alice,North,184086.08,32,Electronics,4868.59,5752.69,New,0.03,Credit Card,Online,North-Alice
8827,2023-03-16,Bob,East,58847.71,41,Food,1033.85,1435.31,Returning,0.1,Bank Transfer,Online,East-Bob
6421,2023-03-09,Bob,West,23907.9,15,Food,1290.17,1593.86,New,0.0,Cash,Retail,West-Bob
8175,2023-04-21,Bob,West,174700.44,38,Clothing,3508.14,4597.38,New,0.1,Cash,Online,West-Bob
7519,2023-07-03,David,South,36481.92,16,Furniture,1720.53,2280.12,Returning,0.19,Credit Card,Retail,South-David
4825,2023-02-10,Charlie,North,166442.98,47,Furniture,2884.98,3541.34,New,0.21,Cash,Retail,North-Charlie
6328,2023-06-16,Eve,West,8959.42,2,Electronics,3899.42,4479.71,Returning,0.29,Cash,Retail,West-Eve
2760,2023-04-01,Bob,North,83041.59,19,Clothing,3003.33,4370.61,New,0.05,Credit Card,Online,North-Bob
4906,2023-07-22,Bob,South,87828.12,17,Electronics,3930.55,5166.36,Returning,0.26,Bank Transfer,Online,South-Bob
6926,2023-06-14,Charlie,West,54656.25,33,Electronics,1119.82,1656.25,New,0.1,Bank Transfer,Retail,West-Charlie
3034,2023-06-14,Eve,South,134500.08,24,Furniture,4849.7,5604.17,Returning,0.1,Bank Transfer,Retail,South-Eve
4872,2023-08-15,Bob,East,94668.6,26,Clothing,3263.9,3641.1,Returning,0.14,Bank Transfer,Online,East-Bob
1745,2023-02-09,Alice,East,159643.88,44,Clothing,2909.65,3628.27,Returning,0.07,Bank Transfer,Online,East-Alice
2271,2023-11-19,Eve,East,16691.79,3,Furniture,4749.43,5563.93,New,0.21,Cash,Online,East-Eve
6162,2023-11-28,Alice,East,152273.34,23,Electronics,4523.03,6620.58,New,0.23,Bank Transfer,Online,East-Alice
8607,2023-10-20,David,West,43372.94,23,Electronics,1658.01,1885.78,New,0.29,Bank Transfer,Online,West-David
1538,2023-01-28,Charlie,North,118982.49,17,Food,4812.42,6998.97,New,0.2,Bank Transfer,Online,North-Charlie
8662,2023-07-30,Charlie,East,53628.64,23,Clothing,2085.89,2331.68,Returning,0.2,Bank Transfer,Retail,East-Charlie
2122,2023-09-29,David,East,40560.48,27,Food,1056.0,1502.24,Returning,0.27,Bank Transfer,Online,East-David
8081,2023-01-12,Bob,West,240773.28,44,Food,3777.51,5472.12,Returning,0.3,Cash,Retail,West-Bob
3633,2023-04-06,Charlie,North,114621.78,39,Food,2578.14,2939.02,New,0.07,Credit Card,Retail,North-Charlie
7039,2023-08-29,Alice,West,16715.07,9,Furniture,1547.56,1857.23,Returning,0.15,Cash,Retail,West-Alice
8145,2023-12-13,David,South,247503.06,42,Furniture,4547.39,5892.93,New,0.09,Credit Card,Online,South-David
4254,2023-06-15,David,South,173612.4,39,Food,3272.51,4451.6,New,0.18,Cash,Online,South-David
6785,2023-06-26,Eve,East,26325.04,8,Electronics,2429.82,3290.63,Returning,0.02,Credit Card,Retail,East-Eve
1588,2023-10-29,David,North,48607.91,13,Clothing,2522.6,3739.07,Returning,0.18,Bank Transfer,Online,North-David
4091,2023-09-25,Charlie,South,149389.8,35,Food,3603.83,4268.28,New,0.21,Credit Card,Retail,South-Charlie
3145,2023-01-30,Alice,North,56318.39,43,Electronics,1022.59,1309.73,New,0.14,Bank Transfer,Retail,North-Alice
1847,2023-11-15,Eve,East,6974.9,38,Furniture,157.0,183.55,New,0.26,Bank Transfer,Online,East-Eve
2615,2023-08-31,Charlie,North,164596.88,28,Electronics,4153.44,5878.46,Returning,0.05,Bank Transfer,Online,North-Charlie
5068,2023-07-29,David,East,154123.2,33,Electronics,3411.41,4670.4,Returning,0.14,Bank Transfer,Retail,East-David
6482,2023-12-10,Charlie,West,165256.8,40,Electronics,3155.95,4131.42,New,0.11,Credit Card,Online,West-Charlie
7688,2023-01-31,Bob,West,18232.02,38,Furniture,430.68,479.79,Returning,0.17,Bank Transfer,Online,West-Bob
3304,2023-09-21,Eve,North,95706.2,20,Furniture,3419.11,4785.31,Returning,0.15,Bank Transfer,Retail,North-Eve
4388,2023-11-22,Charlie,North,6975.8,13,Clothing,372.46,536.6,Returning,0.28,Cash,Online,North-Charlie
8355,2023-07-02,Alice,East,21519.64,4,Electronics,4871.84,5379.91,New,0.04,Cash,Online,East-Alice
5711,2023-07-05,David,West,86176.21,19,Food,3711.31,4535.59,New,0.11,Credit Card,Retail,West-David
8624,2023-01-03,Eve,North,3766.72,4,Electronics,826.73,941.68,Returning,0.3,Cash,Retail,North-Eve
5958,2023-06-02,Alice,West,231025.9,35,Furniture,4543.28,6600.74,Returning,0.05,Bank Transfer,Retail,West-Alice
8518,2023-11-11,Bob,West,255563.25,41,Food,4865.95,6233.25,New,0.03,Bank Transfer,Retail,West-Bob
9805,2023-12-23,Alice,East,31943.52,18,Clothing,1206.45,1774.64,New,0.25,Bank Transfer,Retail,East-Alice
9491,2023-07-03,David,East,159442.5,30,Electronics,4348.62,5314.75,New,0.18,Bank Transfer,Retail,East-David
7026,2023-09-14,Charlie,East,163305.6,30,Electronics,4473.23,5443.52,Returning,0.27,Bank Transfer,Retail,East-Charlie
2151,2023-12-20,Bob,North,55996.96,16,Food,3161.2,3499.81,New,0.16,Bank Transfer,Retail,North-Bob
6582,2023-07-10,Charlie,North,70622.09,41,Food,1272.88,1722.49,Returning,0.16,Bank Transfer,Retail,North-Charlie
3136,2023-05-17,Eve,South,92023.96,14,Electronics,4836.42,6573.14,Returning,0.17,Credit Card,Retail,South-Eve
4936,2023-08-27,Charlie,East,38651.69,49,Clothing,564.75,788.81,New,0.17,Cash,Retail,East-Charlie
9039,2023-09-26,David,East,237050.52,41,Electronics,4927.84,5781.72,New,0.02,Cash,Retail,East-David
5634,2023-09-21,Eve,North,210385.0,50,Furniture,3728.65,4207.7,New,0.03,Credit Card,Online,North-Eve
5502,2023-03-24,David,West,215064.07,43,Food,4088.21,5001.49,Returning,0.1,Credit Card,Retail,West-David
5574,2023-02-23,Eve,South,10292.34,6,Food,1223.25,1715.39,Returning,0.03,Bank Transfer,Retail,South-Eve
6863,2023-05-29,Charlie,South,44878.13,11,Electronics,3075.85,4079.83,New,0.09,Cash,Online,South-Charlie
5074,2023-09-23,Eve,South,40082.31,9,Clothing,3267.49,4453.59,New,0.3,Bank Transfer,Retail,South-Eve
4946,2023-03-09,Bob,South,59001.15,13,Furniture,3817.77,4538.55,New,0.2,Cash,Online,South-Bob
1342,2023-07-31,Alice,North,4232.8,5,Food,677.86,846.56,Returning,0.19,Cash,Retail,North-Alice
1736,2023-05-10,David,South,67601.8,35,Electronics,1746.14,1931.48,Returning,0.2,Cash,Online,South-David
1764,2023-12-16,Charlie,West,16099.38,22,Food,490.32,731.79,New,0.21,Bank Transfer,Online,West-Charlie
5300,2023-03-30,Bob,West,2730.32,1,Clothing,2280.06,2730.32,New,0.11,Credit Card,Retail,West-Bob
1860,2023-08-21,Bob,South,13950.39,3,Furniture,3935.85,4650.13,Returning,0.24,Bank Transfer,Retail,South-Bob
2475,2023-09-13,Bob,East,22345.12,16,Electronics,1161.52,1396.57,New,0.12,Credit Card,Retail,East-Bob
3815,2023-05-27,Charlie,East,123622.2,30,Food,3397.73,4120.74,Returning,0.1,Credit Card,Online,East-Charlie
9940,2023-12-25,Eve,East,1503.78,2,Clothing,534.24,751.89,New,0.15,Bank Transfer,Retail,East-Eve
7773,2023-01-09,Alice,North,101332.98,42,Electronics,1782.31,2412.69,Returning,0.14,Bank Transfer,Online,North-Alice
8581,2023-06-08,Charlie,West,248667.6,47,Food,3876.51,5290.8,Returning,0.14,Bank Transfer,Retail,West-Charlie
5190,2023-05-11,Alice,East,271971.9,45,Clothing,4222.13,6043.82,Returning,0.24,Credit Card,Retail,East-Alice
6740,2023-02-26,Alice,East,22249.89,13,Electronics,1214.42,1711.53,Returning,0.24,Bank Transfer,Retail,East-Alice
7291,2023-12-01,Charlie,South,315396.79,47,Electronics,4556.58,6710.57,New,0.25,Bank Transfer,Online,South-Charlie
9788,2023-06-27,Charlie,West,19937.2,8,Clothing,1668.3,2492.15,Returning,0.11,Credit Card,Online,West-Charlie
1582,2023-06-30,Eve,West,38743.8,10,Electronics,2817.88,3874.38,New,0.11,Credit Card,Retail,West-Eve
9792,2023-03-15,Eve,North,106075.1,38,Furniture,1945.33,2791.45,New,0.28,Bank Transfer,Retail,North-Eve
8247,2023-09-26,David,South,12675.46,14,Clothing,809.08,905.39,Returning,0.13,Credit Card,Online,South-David
7236,2023-12-29,David,East,17411.79,3,Furniture,4172.4,5803.93,New,0.09,Cash,Online,East-David
4569,2023-10-05,Bob,South,125577.01,23,Food,4297.23,5459.87,Returning,0.07,Bank Transfer,Online,South-Bob
6777,2023-04-13,David,North,12962.1,6,Furniture,1890.04,2160.35,New,0.21,Bank Transfer,Online,North-David
2631,2023-06-08,Charlie,West,7900.29,3,Clothing,1866.54,2633.43,New,0.22,Credit Card,Retail,West-Charlie
4435,2023-03-29,David,North,4061.47,1,Clothing,3369.51,4061.47,Returning,0.29,Credit Card,Online,North-David
5490,2023-01-16,Alice,South,74788.21,49,Food,1028.38,1526.29,Returning,0.21,Bank Transfer,Online,South-Alice
4190,2023-03-25,Bob,West,155085.49,49,Food,2845.28,3165.01,New,0.17,Credit Card,Retail,West-Bob
6411,2023-03-14,David,North,262286.1,45,Electronics,4101.92,5828.58,New,0.16,Credit Card,Online,North-David
9470,2023-08-27,Bob,West,54086.72,32,Food,1365.83,1690.21,Returning,0.19,Credit Card,Online,West-Bob
2134,2023-05-26,Eve,South,133939.68,48,Clothing,2165.54,2790.41,New,0.28,Credit Card,Retail,South-Eve
1908,2023-05-13,David,South,34125.04,8,Furniture,3630.66,4265.63,Returning,0.1,Cash,Retail,South-David
7570,2023-08-24,Bob,South,203730.45,31,Furniture,4999.69,6571.95,Returning,0.2,Credit Card,Retail,South-Bob
6118,2023-06-22,Bob,East,169805.52,24,Food,4952.28,7075.23,New,0.28,Bank Transfer,Retail,East-Bob
9656,2023-05-14,Eve,South,188828.78,41,Furniture,3989.41,4605.58,Returning,0.07,Credit Card,Retail,South-Eve
8479,2023-01-14,Eve,East,64364.81,23,Furniture,2147.14,2798.47,New,0.11,Cash,Online,East-Eve
5953,2023-08-23,Alice,North,21240.71,47,Furniture,408.18,451.93,New,0.02,Credit Card,Online,North-Alice
4521,2023-05-31,David,East,70688.28,13,Furniture,4921.16,5437.56,Returning,0.25,Cash,Retail,East-David
7531,2023-08-23,Eve,South,12802.68,9,Clothing,992.81,1422.52,Returning,0.1,Credit Card,Retail,South-Eve
2733,2023-07-29,Eve,West,5343.36,32,Furniture,142.1,166.98,New,0.29,Credit Card,Online,West-Eve
3516,2023-01-05,Bob,North,36613.7,46,Electronics,699.75,795.95,Returning,0.05,Credit Card,Retail,North-Bob
4502,2023-07-15,Charlie,South,12305.44,28,Clothing,319.05,439.48,Returning,0.08,Bank Transfer,Online,South-Charlie
6532,2023-04-04,Eve,North,10273.9,10,Food,919.23,1027.39,New,0.05,Credit Card,Retail,North-Eve
6636,2023-06-20,Charlie,East,42331.04,23,Furniture,1429.39,1840.48,Returning,0.17,Credit Card,Online,East-Charlie
3472,2023-10-01,Charlie,West,63918.72,32,Electronics,1489.57,1997.46,New,0.14,Cash,Online,West-Charlie
6982,2023-12-01,David,West,28418.1,15,Furniture,1358.16,1894.54,Returning,0.29,Credit Card,Online,West-David
2644,2023-12-22,Charlie,East,134671.12,37,Clothing,3094.09,3639.76,Returning,0.07,Bank Transfer,Online,East-Charlie
6325,2023-07-22,Alice,South,30888.66,33,Furniture,721.65,936.02,New,0.04,Cash,Retail,South-Alice
3453,2023-07-20,Charlie,South,26675.74,7,Food,3117.05,3810.82,New,0.19,Bank Transfer,Retail,South-Charlie
3577,2023-12-15,Bob,West,115803.45,35,Food,2215.13,3308.67,Returning,0.11,Cash,Retail,West-Bob
7668,2023-12-04,Alice,North,70206.36,21,Furniture,2300.07,3343.16,New,0.25,Bank Transfer,Online,North-Alice
6095,2023-12-26,Eve,West,65909.7,45,Electronics,1208.25,1464.66,Returning,0.19,Bank Transfer,Retail,West-Eve
4094,2023-08-04,Bob,South,133837.9,38,Furniture,2765.1,3522.05,New,0.12,Cash,Online,South-Bob
9845,2023-08-07,Eve,East,62327.7,15,Food,3088.82,4155.18,Returning,0.13,Bank Transfer,Online,East-Eve
5496,2023-06-28,Charlie,North,26531.52,48,Electronics,487.25,552.74,Returning,0.3,Credit Card,Retail,North-Charlie
7445,2023-07-13,Alice,West,110871.08,38,Furniture,2444.24,2917.66,Returning,0.16,Cash,Online,West-Alice
4747,2023-08-24,Alice,East,18097.76,16,Clothing,847.61,1131.11,Returning,0.28,Bank Transfer,Retail,East-Alice
1497,2023-05-14,Bob,South,40422.88,19,Food,1879.62,2127.52,New,0.13,Credit Card,Online,South-Bob
4187,2023-07-10,David,East,266063.2,40,Electronics,4738.45,6651.58,Returning,0.08,Credit Card,Online,East-David
2229,2023-10-30,Charlie,South,182622.0,33,Electronics,4359.36,5534.0,Returning,0.29,Bank Transfer,Online,South-Charlie
3212,2023-03-04,Bob,West,29392.65,43,Furniture,563.8,683.55,Returning,0.03,Cash,Retail,West-Bob
3070,2023-02-15,Charlie,East,15166.4,16,Furniture,725.9,947.9,Returning,0.1,Credit Card,Online,East-Charlie
7860,2023-01-16,Charlie,South,57630.37,49,Electronics,1049.75,1176.13,New,0.09,Cash,Online,South-Charlie
1928,2023-01-05,Bob,East,23329.8,13,Furniture,1509.76,1794.6,New,0.12,Cash,Retail,East-Bob
5276,2023-12-27,Eve,East,83528.64,18,Electronics,3267.64,4640.48,Returning,0.03,Cash,Retail,East-Eve
3734,2023-08-31,Eve,East,93283.4,46,Food,1544.5,2027.9,New,0.23,Bank Transfer,Online,East-Eve
1790,2023-10-04,Bob,West,19429.02,18,Furniture,888.65,1079.39,Returning,0.28,Credit Card,Retail,West-Bob
8851,2023-08-29,Alice,South,2291.37,1,Clothing,1565.54,2291.37,New,0.15,Cash,Retail,South-Alice
1690,2023-04-20,Eve,South,20560.96,32,Food,432.94,642.53,Returning,0.07,Cash,Retail,South-Eve
6704,2023-09-26,Eve,South,172243.26,42,Food,3556.11,4101.03,New,0.17,Bank Transfer,Online,South-Eve
7450,2023-12-31,Bob,North,9085.95,15,Clothing,545.93,605.73,Returning,0.06,Credit Card,Retail,North-Bob
4491,2023-09-17,Eve,West,16351.78,19,Electronics,632.77,860.62,Returning,0.13,Cash,Retail,West-Eve
1108,2023-11-13,David,North,127432.11,39,Electronics,2358.58,3267.49,New,0.0,Cash,Retail,North-David
6439,2023-07-29,David,South,3931.05,15,Food,210.66,262.07,Returning,0.23,Cash,Online,South-David
2680,2023-10-29,Eve,North,1117.41,7,Furniture,112.46,159.63,Returning,0.18,Cash,Online,North-Eve
1122,2023-01-26,David,North,37851.66,33,Clothing,849.75,1147.02,Returning,0.11,Cash,Online,North-David
2108,2023-06-05,Eve,North,38262.0,30,Food,1018.61,1275.4,Returning,0.06,Credit Card,Online,North-Eve
3964,2023-07-29,David,West,17172.09,13,Furniture,1099.77,1320.93,Returning,0.2,Credit Card,Retail,West-David
6619,2023-11-23,Alice,East,16390.35,19,Clothing,654.59,862.65,New,0.09,Bank Transfer,Online,East-Alice
1235,2023-10-15,Bob,East,218104.2,45,Furniture,3265.6,4846.76,New,0.12,Cash,Online,East-Bob
6577,2023-02-10,David,North,59771.88,18,Food,2312.39,3320.66,Returning,0.3,Cash,Retail,North-David
2958,2023-03-04,Alice,North,103929.36,24,Food,3046.02,4330.39,Returning,0.11,Credit Card,Retail,North-Alice
8014,2023-11-29,Charlie,South,129865.71,39,Clothing,2346.77,3329.89,New,0.13,Bank Transfer,Online,South-Charlie
2081,2023-06-09,Alice,South,196106.4,36,Furniture,4687.02,5447.4,New,0.12,Cash,Online,South-Alice
6157,2023-08-23,Bob,West,32014.62,33,Food,811.06,970.14,New,0.12,Cash,Retail,West-Bob
2837,2023-04-30,Bob,East,4250.64,2,Furniture,1668.66,2125.32,New,0.18,Credit Card,Retail,East-Bob
8351,2023-05-06,Eve,West,133212.8,32,Electronics,2917.34,4162.9,New,0.11,Credit Card,Retail,West-Eve
3131,2023-11-17,Eve,East,113322.64,47,Food,1867.28,2411.12,New,0.28,Credit Card,Retail,East-Eve
8692,2023-09-14,David,West,143574.48,42,Furniture,2525.87,3418.44,New,0.14,Credit Card,Online,West-David
7203,2023-08-17,Charlie,North,9755.7,15,Furniture,467.26,650.38,New,0.07,Cash,Retail,North-Charlie
7089,2023-01-09,Eve,South,12788.2,10,Electronics,922.27,1278.82,Returning,0.26,Bank Transfer,Retail,South-Eve
1929,2023-12-12,David,East,68291.41,11,Clothing,4489.65,6208.31,Returning,0.05,Credit Card,Online,East-David
1174,2023-07-11,Charlie,North,60970.9,10,Furniture,4457.12,6097.09,New,0.27,Cash,Retail,North-Charlie
6330,2023-01-01,Eve,South,190634.81,31,Furniture,4869.44,6149.51,Returning,0.21,Credit Card,Retail,South-Eve
7776,2023-08-28,Alice,East,16065.07,7,Food,1836.57,2295.01,Returning,0.28,Credit Card,Retail,East-Alice
9343,2023-12-12,Bob,North,61277.25,25,Furniture,2004.44,2451.09,Returning,0.08,Credit Card,Online,North-Bob
3185,2023-04-04,Eve,North,163011.52,28,Furniture,3906.01,5821.84,New,0.0,Cash,Retail,North-Eve
2426,2023-10-06,Charlie,North,233772.14,49,Electronics,3837.26,4770.86,Returning,0.12,Cash,Online,North-Charlie
4720,2023-03-21,Alice,North,307496.87,43,Furniture,4915.7,7151.09,Returning,0.09,Bank Transfer,Retail,North-Alice
6312,2023-09-07,Eve,South,111609.28,32,Food,2450.44,3487.79,Returning,0.25,Bank Transfer,Retail,South-Eve
8330,2023-04-27,Eve,West,93006.85,43,Furniture,1773.35,2162.95,New,0.26,Cash,Retail,West-Eve
3293,2023-03-13,Bob,East,56008.64,16,Electronics,2609.5,3500.54,New,0.27,Cash,Online,East-Bob
8574,2023-10-29,Alice,South,30762.09,9,Furniture,2443.81,3418.01,Returning,0.3,Bank Transfer,Online,South-Alice
7609,2023-12-28,Eve,East,215278.56,42,Furniture,4174.08,5125.68,Returning,0.25,Credit Card,Online,East-Eve
1869,2023-08-14,Bob,North,11008.2,7,Furniture,1334.21,1572.6,Returning,0.2,Credit Card,Retail,North-Bob
4065,2023-12-20,David,North,181781.82,33,Food,3772.36,5508.54,Returning,0.07,Credit Card,Online,North-David
6448,2023-04-19,Alice,East,144955.0,50,Clothing,2301.22,2899.1,New,0.06,Bank Transfer,Online,East-Alice
8064,2023-05-16,Alice,South,258476.76,38,Food,4879.61,6802.02,Returning,0.14,Bank Transfer,Retail,South-Alice
2518,2023-04-06,Bob,North,8450.26,14,Clothing,469.77,603.59,Returning,0.25,Credit Card,Retail,North-Bob
3343,2023-10-03,Charlie,South,48113.69,37,Food,894.72,1300.37,New,0.08,Cash,Online,South-Charlie
9679,2023-02-11,David,North,192769.2,45,Food,3411.62,4283.76,New,0.05,Credit Card,Retail,North-David
9553,2023-07-03,Charlie,South,76405.12,16,Furniture,3323.71,4775.32,New,0.0,Credit Card,Online,South-Charlie
3495,2023-05-13,David,East,11481.12,7,Food,1157.58,1640.16,New,0.22,Bank Transfer,Retail,East-David
7346,2023-08-23,David,North,87515.61,39,Furniture,1536.04,2243.99,New,0.07,Cash,Retail,North-David
4239,2023-05-08,David,West,239441.6,40,Electronics,4019.41,5986.04,Returning,0.04,Credit Card,Retail,West-David
9638,2023-08-27,Alice,East,68739.5,50,Clothing,1241.15,1374.79,Returning,0.27,Cash,Retail,East-Alice
9365,2023-07-20,Eve,North,187571.67,39,Electronics,4120.36,4809.53,New,0.27,Bank Transfer,Retail,North-Eve
7353,2023-04-06,Eve,North,45564.28,38,Electronics,941.33,1199.06,Returning,0.25,Credit Card,Online,North-Eve
9664,2023-05-23,Bob,South,12474.07,19,Electronics,565.95,656.53,Returning,0.24,Bank Transfer,Retail,South-Bob
3980,2023-10-09,Bob,North,72144.0,15,Food,4296.64,4809.6,New,0.12,Credit Card,Online,North-Bob
6898,2023-03-04,Bob,North,71550.2,19,Electronics,2870.15,3765.8,Returning,0.19,Bank Transfer,Online,North-Bob
3503,2023-04-26,Bob,North,162071.88,34,Electronics,4323.14,4766.82,Returning,0.24,Credit Card,Retail,North-Bob
1399,2023-11-12,Alice,North,260331.14,41,Electronics,4775.5,6349.54,New,0.11,Credit Card,Retail,North-Alice
7880,2023-12-23,Alice,East,203302.8,45,Furniture,3242.86,4517.84,New,0.23,Cash,Retail,East-Alice
1843,2023-01-30,David,West,225693.5,50,Furniture,3570.34,4513.87,New,0.14,Credit Card,Retail,West-David
9056,2023-10-17,Alice,North,6821.1,15,Food,316.07,454.74,Returning,0.06,Credit Card,Online,North-Alice
3339,2023-02-25,Bob,North,182854.91,47,Electronics,3022.64,3890.53,New,0.21,Cash,Online,North-Bob
9349,2023-04-09,David,South,241283.16,36,Furniture,4548.55,6702.31,Returning,0.12,Bank Transfer,Online,South-David
9947,2023-09-06,Alice,North,104652.24,49,Clothing,1549.61,2135.76,Returning,0.21,Bank Transfer,Online,North-Alice
3110,2023-06-24,Charlie,West,46264.96,46,Food,781.6,1005.76,New,0.17,Credit Card,Retail,West-Charlie
1262,2023-11-18,Charlie,West,191201.49,31,Clothing,4794.09,6167.79,New,0.12,Cash,Retail,West-Charlie
6947,2023-06-25,David,East,1712.48,8,Food,189.88,214.06,Returning,0.11,Credit Card,Retail,East-David
2471,2023-03-29,Charlie,West,9795.72,3,Electronics,2537.28,3265.24,Returning,0.28,Bank Transfer,Retail,West-Charlie
5215,2023-12-20,Charlie,North,44290.96,8,Food,4724.83,5536.37,New,0.01,Credit Card,Online,North-Charlie
4342,2023-12-30,David,South,68266.31,49,Furniture,1103.37,1393.19,Returning,0.05,Credit Card,Online,South-David
9389,2023-12-09,Charlie,West,16549.8,3,Clothing,4979.46,5516.6,New,0.29,Bank Transfer,Online,West-Charlie
5620,2023-02-21,Charlie,North,1177.28,1,Electronics,881.29,1177.28,New,0.2,Bank Transfer,Online,North-Charlie
7798,2023-05-18,Charlie,South,52236.66,14,Food,2552.73,3731.19,Returning,0.02,Cash,Online,South-Charlie
8412,2023-07-17,Eve,West,201832.4,44,Furniture,3304.12,4587.1,Returning,0.19,Bank Transfer,Online,West-Eve
6826,2023-11-08,Alice,West,13699.53,3,Clothing,3385.51,4566.51,Returning,0.01,Cash,Online,West-Alice
3735,2023-06-09,Eve,East,54275.8,10,Clothing,3990.88,5427.58,New,0.04,Cash,Retail,East-Eve
9434,2023-10-10,Bob,West,53312.04,27,Food,1551.56,1974.52,Returning,0.19,Cash,Retail,West-Bob
2638,2023-07-12,David,South,89453.91,49,Electronics,1642.74,1825.59,Returning,0.22,Bank Transfer,Retail,South-David
1155,2023-12-09,David,North,236702.52,36,Furniture,4964.23,6575.07,New,0.09,Bank Transfer,Retail,North-David
4975,2023-03-30,David,South,42354.4,44,Food,734.34,962.6,New,0.29,Bank Transfer,Online,South-David
2049,2023-07-29,Eve,East,38227.21,7,Food,4128.53,5461.03,Returning,0.12,Bank Transfer,Online,East-Eve
4981,2023-11-27,David,East,58735.8,10,Clothing,4909.4,5873.58,New,0.26,Bank Transfer,Online,East-David
6035,2023-12-02,David,North,315483.0,50,Furniture,4231.36,6309.66,Returning,0.05,Credit Card,Retail,North-David
4520,2023-08-30,Eve,East,170365.5,50,Electronics,2355.01,3407.31,Returning,0.11,Bank Transfer,Retail,East-Eve
1489,2023-09-30,David,East,21015.3,3,Electronics,4859.02,7005.1,Returning,0.21,Cash,Online,East-David
8658,2023-01-16,David,South,104916.24,18,Furniture,4985.34,5828.68,New,0.15,Cash,Retail,South-David
6013,2023-07-17,Charlie,North,59920.0,20,Food,2049.1,2996.0,New,0.21,Credit Card,Retail,North-Charlie
2447,2023-03-14,Bob,North,62705.4,41,Furniture,1290.47,1529.4,New,0.2,Bank Transfer,Online,North-Bob
